Index	Name	CPU Start Time (ns)	CPU Duration (ns)	GPU Execution Start Time (ns)	EOP Start Time (ns)	EOP to EOP Duration (ns)	Core	CPU Execution Time (ns)	API Queue	Process	Thread	CPU End Time (ns)	Hardware Queue	TOP to EOP Duration (ns)	GPU Execution End Time (ns)
10845	DmlConvolutionShortGemm16	427454800	21600	433088691	433089108	260418	1	21600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427476400	3D	260835	433349526
10843	ResourceBarrier	427453300		433088358	433086274	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427453300	3D	666	433089024
10842	Dispatch	427431100		433085274	431824766	1261508	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427431100	3D	1000	433086274
10840	DmlPoolingOperation	427427900	26400	431824183	431824600	1264508	1	26400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427454300	3D	1264925	433089108
10838	ResourceBarrier	427425900		431823016	431820850	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427425900	3D	584	431823600
10837	Dispatch	427403200		431819850	431019761	801089	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427403200	3D	1000	431820850
10835	DmlActivationOperation	427397900	29000	431019178	431019678	804922	1	29000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427426900	3D	805422	431824600
10833	ResourceBarrier	427393700		431018928	431016761	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427393700	3D	583	431019511
10832	Dispatch	427363300		431015844	429684003	1332758	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427363300	3D	917	431016761
10830	DmlConvolutionBasicGemm	427350700	46000	429683419	429671336	1348342	1	46000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427396700	3D	1336259	431019678
10297	VSync	419717100					Scheduler			0	Idle (0)	419717100			
9991	VSync	403082600					Scheduler			0	Idle (0)	403082600			
9902	VSync	386406600					Scheduler			0	Idle (0)	386406600			
9892	SetEventOnCompletion fence#4 (Value=98)	382504700					2			12848	SqueezeNetObjectDetectionCPP.exe (4384)	382504700			
9888	Signal fence#4 (Value=98)	382460000		416750600	416750600	7400	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382460000	3D	7400	416758000
9884	ExecuteCommandList_Begin	382407700		382764854	382765438	0	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382407700	3D	584	382765438
9886	ExecuteCommandList_End	382407700		416604544	416605377	83	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382407700	3D	916	416605460
9882	Dispatch	382338600		416604294	416550293	54834	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382338600	3D	833	416605127
9881	ResourceBarrier	382335500		416549710	416547710	2583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382335500	3D	583	416550293
9880	ResourceBarrier	382334700		416546960	416544876	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382334700	3D	666	416547626
9879	Dispatch	382331300		416543960	416478543	66333	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382331300	3D	916	416544876
9877	DmlSingleElementReduction0	382329600	5500	416477876	416478376	69334	2	5500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382335100	3D	69834	416547710
9876	ResourceBarrier	382327000		416477793	416475793	2583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382327000	3D	583	416478376
9875	ResourceBarrier	382326000		416475043	416472959	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382326000	3D	666	416475709
9874	Dispatch	382322100		416472126	416409875	63084	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382322100	3D	833	416472959
9872	DmlSingleElementReduction0	382320700	5800	416409292	416409709	66084	2	5800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382326500	3D	66501	416475793
9870	DmlActivationOperation	382315900	57900	416409125	416409625	195752	2	57900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382373800	3D	196252	416605377
9868	ResourceBarrier	382314900		416408875	416406792	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382314900	3D	584	416409459
9867	Dispatch	382298800		416405792	416126206	280586	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382298800	3D	1000	416406792
9865	DmlPoolingOperation	382296500	19000	416125623	416126123	283502	2	19000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382315500	3D	284002	416409625
9863	ResourceBarrier	382295500		416125373	416123290	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382295500	3D	583	416125956
9862	Dispatch	382278900		416122373	415906871	216419	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382278900	3D	917	416123290
9860	DmlActivationOperation	382276500	19700	415906288	415906705	219418	2	19700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382296200	3D	219835	416126123
9858	ResourceBarrier	382275500		415905955	415903871	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382275500	3D	666	415906621
9857	Dispatch	382259900		415902871	412200008	3703863	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382259900	3D	1000	415903871
9855	DmlConvolutionBasicGemm	382256800	19400	412199341	412199841	3706864	2	19400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382276200	3D	3707364	415906705
9853	ResourceBarrier	382255700		412199091	412197008	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382255700	3D	584	412199675
9852	Dispatch	382235200		412196091	412065257	131751	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382235200	3D	917	412197008
9850	DmlActivationOperation	382231500	25000	412064674	412065257	134584	2	25000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382256500	3D	135167	412199841
9848	ResourceBarrier	382230400		412064340	412062257	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382230400	3D	584	412064924
9847	Dispatch	382212400		412061424	411989923	72334	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382212400	3D	833	412062257
9846	Dispatch	382206100		411989090	411911422	78501	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382206100	3D	833	411989923
9844	DmlJoinOperation	382204300	26900	411910839	411911339	153751	2	26900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382231200	3D	154251	412065090
9842	ResourceBarrier	382203100		411910589	411908422	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382203100	3D	583	411911172
9841	Dispatch	382186800		411907422	411818588	89834	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382186800	3D	1000	411908422
9839	DmlActivationOperation	382184900	19000	411818005	411818422	92917	2	19000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382203900	3D	93334	411911339
9837	ResourceBarrier	382183800		411817672	411815588	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382183800	3D	583	411818255
9836	Dispatch	382169500		411814672	411610337	205251	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382169500	3D	916	411815588
9834	DmlConvolutionBasicGemm	382166900	17600	411609753	411610253	208169	2	17600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382184500	3D	208669	411818422
9832	ResourceBarrier	382165800		411609503	411607337	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382165800	3D	584	411610087
9831	Dispatch	382147800		411606503	411483252	124085	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382147800	3D	834	411607337
9829	DmlActivationOperation	382145600	21000	411482669	411483169	127084	2	21000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382166600	3D	127584	411610253
9827	ResourceBarrier	382143900		411481669	411479585	3417	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382143900	3D	1333	411483002
9826	Dispatch	382129700		411478585	409931656	1547929	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382129700	3D	1000	411479585
9824	DmlConvolutionBasicGemm	382127000	18300	409931073	409931490	1551679	2	18300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382145300	3D	1552096	411483169
9822	ResourceBarrier	382126000		409930823	409928656	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382126000	3D	583	409931406
9821	Dispatch	382107700		409927823	409871322	57334	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382107700	3D	833	409928656
9819	DmlActivationOperation	382105600	21100	409870739	409871239	60251	2	21100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382126700	3D	60751	409931490
9817	ResourceBarrier	382104600		409870489	409868322	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382104600	3D	583	409871072
9816	Dispatch	382090300		409867406	409219817	648505	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382090300	3D	916	409868322
9814	DmlConvolutionSmallGemm	382087700	17600	409219234	409219651	651588	2	17600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382105300	3D	652005	409871239
9812	ResourceBarrier	382086600		409218901	409216817	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382086600	3D	583	409219484
9811	Dispatch	382069000		409215817	409142567	74250	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382069000	3D	1000	409216817
9810	Dispatch	382065100		409141650	409062983	79584	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382065100	3D	917	409142567
9808	DmlJoinOperation	382063200	24100	409062316	409062816	156835	2	24100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382087300	3D	157335	409219651
9806	ResourceBarrier	382061900		409062066	409059983	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382061900	3D	583	409062649
9805	Dispatch	382045700		409058983	408970065	89918	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382045700	3D	1000	409059983
9803	DmlActivationOperation	382043500	19300	408969399	408969899	92917	2	19300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382062800	3D	93417	409062816
9801	ResourceBarrier	382042300		408969149	408967065	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382042300	3D	583	408969732
9800	Dispatch	382027500		408966148	408757230	209835	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382027500	3D	917	408967065
9798	DmlConvolutionBasicGemm	382023100	20100	408756647	408757063	212836	2	20100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382043200	3D	213252	408969899
9796	ResourceBarrier	382022000		408756397	408754230	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382022000	3D	583	408756980
9795	Dispatch	382004400		408753313	408664313	89917	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382004400	3D	917	408754230
9793	DmlActivationOperation	382002300	20400	408663729	408664146	92917	2	20400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382022700	3D	93334	408757063
9791	ResourceBarrier	382001200		408663396	408661313	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382001200	3D	667	408664063
9790	Dispatch	381985300		408660396	407081967	1579346	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381985300	3D	917	408661313
9788	DmlConvolutionBasicGemm	381982600	19400	407081383	407081800	1582346	2	19400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	382002000	3D	1582763	408664146
9786	ResourceBarrier	381981500		407081050	407078967	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381981500	3D	667	407081717
9785	Dispatch	381963400		407078050	407021216	57751	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381963400	3D	917	407078967
9783	DmlActivationOperation	381960900	21400	407020549	407021049	60751	2	21400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381982300	3D	61251	407081800
9781	ResourceBarrier	381959800		407020299	407018216	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381959800	3D	584	407020883
9780	Dispatch	381943600		407017133	406525212	493004	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381943600	3D	1083	407018216
9778	DmlConvolutionSmallGemm	381940500	20000	406524545	406525045	496004	2	20000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381960500	3D	496504	407021049
9776	ResourceBarrier	381939300		406524295	406522212	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381939300	3D	584	406524879
9775	Dispatch	381919200		406521212	406457295	64917	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381919200	3D	1000	406522212
9774	Dispatch	381915300		406456545	406372711	84584	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381915300	3D	750	406457295
9772	DmlJoinOperation	381913400	26700	406372128	406372628	152417	2	26700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381940100	3D	152917	406525045
9770	ResourceBarrier	381912100		406371878	406369711	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381912100	3D	583	406372461
9769	Dispatch	381895600		406368961	405386953	982758	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381895600	3D	750	406369711
9767	DmlActivationOperation	381893500	19500	405386370	405386786	985842	2	19500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381913000	3D	986258	406372628
9765	ResourceBarrier	381892400		405386036	405383953	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381892400	3D	584	405386620
9764	Dispatch	381878300		405383036	405246618	137335	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381878300	3D	917	405383953
9762	DmlConvolutionBasicGemm	381875600	17600	405246035	405246452	140334	2	17600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381893200	3D	140751	405386786
9760	ResourceBarrier	381874600		405245702	405243618	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381874600	3D	666	405246368
9759	Dispatch	381857300		405242868	404205027	1038591	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381857300	3D	750	405243618
9757	DmlActivationOperation	381855200	20100	404204360	404204860	1041592	2	20100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381875300	3D	1042092	405246452
9755	ResourceBarrier	381854100		404204110	404202027	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381854100	3D	583	404204693
9754	Dispatch	381841100		404201193	403416854	785173	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381841100	3D	834	404202027
9752	DmlConvolutionBasicGemm	381835700	19100	403416187	403416687	788173	2	19100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381854800	3D	788673	404204860
9750	ResourceBarrier	381834500		403415937	403413854	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381834500	3D	583	403416520
9749	Dispatch	381816900		403412937	403358853	55001	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381816900	3D	917	403413854
9747	DmlActivationOperation	381814900	20400	403358270	403358770	57917	2	20400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381835300	3D	58417	403416687
9745	ResourceBarrier	381813900		403358020	403355936	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381813900	3D	583	403358603
9744	Dispatch	381799500		403354936	402970517	385419	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381799500	3D	1000	403355936
9742	DmlConvolutionSmallGemm	381796800	17800	402969933	402970350	388420	2	17800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381814600	3D	388837	403358770
9740	ResourceBarrier	381795700		402969600	402967517	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381795700	3D	667	402970267
9739	Dispatch	381777700		402966600	402901183	66334	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381777700	3D	917	402967517
9738	Dispatch	381774000		402900349	402831349	69834	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381774000	3D	834	402901183
9736	DmlJoinOperation	381772100	24300	402830682	402831182	139168	2	24300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381796400	3D	139668	402970350
9734	ResourceBarrier	381770900		402830432	402828349	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381770900	3D	584	402831016
9733	Dispatch	381754800		402827432	402750098	78251	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381754800	3D	917	402828349
9731	DmlActivationOperation	381752600	19200	402749515	402749932	81250	2	19200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381771800	3D	81667	402831182
9729	ResourceBarrier	381751600		402749182	402747098	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381751600	3D	666	402749848
9728	Dispatch	381736800		402746182	402611264	135834	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381736800	3D	916	402747098
9726	DmlConvolutionBasicGemm	381733900	18400	402610680	402611097	138835	2	18400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381752300	3D	139252	402749932
9724	ResourceBarrier	381732800		402610430	402608264	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381732800	3D	584	402611014
9723	Dispatch	381713600		402607264	402514346	93918	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	381713600	3D	1000	402608264
