Index	Name	CPU Start Time (ns)	CPU Duration (ns)	GPU Execution Start Time (ns)	EOP Start Time (ns)	EOP to EOP Duration (ns)	Core	CPU Execution Time (ns)	API Queue	Process	Thread	CPU End Time (ns)	Hardware Queue	TOP to EOP Duration (ns)	GPU Execution End Time (ns)
11171	Dispatch	428989000		457136594	457079927	57584	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428989000	3D	917	457137511
11169	DmlActivationOperation	428986900	20800	457079261	457079761	60583	0	20800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	429007700	3D	61083	457140344
11167	ResourceBarrier	428985900		457079011	457076927	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428985900	3D	583	457079594
11166	Dispatch	428971700		457076177	454253409	2823518	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428971700	3D	750	457076927
11164	DmlConvolutionSmallGemm	428969100	17500	454252826	454253326	2826435	0	17500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428986600	3D	2826935	457079761
11162	ResourceBarrier	428967900		454252576	454250493	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428967900	3D	583	454253159
11161	Dispatch	428950600		454249493	454176575	73918	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428950600	3D	1000	454250493
11160	Dispatch	428947000		454175742	454097658	78917	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428947000	3D	833	454176575
11158	DmlJoinOperation	428945000	23700	454096992	454097492	155834	0	23700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428968700	3D	156334	454253326
11156	ResourceBarrier	428943900		454096742	454094658	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428943900	3D	583	454097325
11155	Dispatch	428927800		454093658	454004741	89917	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428927800	3D	1000	454094658
11153	DmlActivationOperation	428925600	19000	454004158	454004574	92918	0	19000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428944600	3D	93334	454097492
11151	ResourceBarrier	428924600		454003908	454001741	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428924600	3D	583	454004491
11150	Dispatch	428909200		454000908	453799823	201918	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428909200	3D	833	454001741
11148	DmlConvolutionBasicGemm	428905000	20300	453799156	453799656	204918	0	20300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428925300	3D	205418	454004574
11145	ResourceBarrier	428904100		453798906	453796823	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428904100	3D	584	453799490
11144	Dispatch	428886500		453795906	453706906	89917	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428886500	3D	917	453796823
11142	DmlActivationOperation	428884100	20600	453706239	453706739	92917	0	20600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428904700	3D	93417	453799656
11140	ResourceBarrier	428883100		453705989	453703906	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428883100	3D	583	453706572
11139	Dispatch	428867200		453702906	452132396	1571510	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428867200	3D	1000	453703906
11137	DmlConvolutionBasicGemm	428864500	19300	452131812	452132312	1574427	0	19300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428883800	3D	1574927	453706739
11135	ResourceBarrier	428863400		452131562	452129396	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428863400	3D	584	452132146
11132	Dispatch	428846200		452128562	452071479	57917	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428846200	3D	834	452129396
11130	DmlActivationOperation	428843800	20400	452070895	452071312	61000	0	20400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428864200	3D	61417	452132312
11128	ResourceBarrier	428842800		452070562	452068479	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428842800	3D	667	452071229
11126	Dispatch	428827300		452067479	451590142	478337	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428827300	3D	1000	452068479
11124	DmlConvolutionSmallGemm	428824400	19000	451589559	451589975	481337	0	19000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428843400	3D	481753	452071312
11122	ResourceBarrier	428823100		451589225	451587142	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428823100	3D	667	451589892
11119	Dispatch	428803100		451586142	451522892	64250	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428803100	3D	1000	451587142
11118	Dispatch	428799100		451522142	451453725	69167	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428799100	3D	750	451522892
11116	DmlJoinOperation	428797000	27000	451453058	451453558	136417	0	27000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428824000	3D	136917	451589975
11114	ResourceBarrier	428795800		451452808	451450725	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428795800	3D	583	451453391
11112	Dispatch	428779700		451449891	451373057	77668	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428779700	3D	834	451450725
11110	DmlActivationOperation	428777600	19100	451372391	451372891	80667	0	19100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428796700	3D	81167	451453558
11108	ResourceBarrier	428776600		451372141	451369974	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428776600	3D	583	451372724
11104	Dispatch	428761800		451369057	451233557	136417	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428761800	3D	917	451369974
11102	DmlConvolutionBasicGemm	428758900	18400	451232973	451233473	139418	0	18400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428777300	3D	139918	451372891
11100	ResourceBarrier	428757900		451232723	451230556	2751	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428757900	3D	584	451233307
11099	Dispatch	428739700		451229640	451152556	78000	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428739700	3D	916	451230556
11097	DmlActivationOperation	428737400	21200	451151973	451152389	81084	0	21200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428758600	3D	81500	451233473
11095	ResourceBarrier	428736500		451151639	451149556	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428736500	3D	584	451152223
11094	Dispatch	428723200		451148639	450332967	816589	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428723200	3D	917	451149556
11092	DmlConvolutionBasicGemm	428718000	19100	450332384	450332801	819588	0	19100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428737100	3D	820005	451152389
11090	ResourceBarrier	428716900		450332051	450329967	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428716900	3D	666	450332717
11089	Dispatch	428698400		450329051	450274967	55000	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428698400	3D	916	450329967
11087	DmlActivationOperation	428696300	21400	450274384	450274884	57917	0	21400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428717700	3D	58417	450332801
11085	ResourceBarrier	428695200		450274134	450271967	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428695200	3D	583	450274717
11084	Dispatch	428680500		450270967	449904631	367336	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428680500	3D	1000	450271967
11082	DmlConvolutionSmallGemm	428673300	22700	449904048	449904465	370419	0	22700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428696000	3D	370836	450274884
11080	ResourceBarrier	428672200		449903715	449901631	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428672200	3D	583	449904298
11076	Dispatch	428654300		449900631	449836964	64667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428654300	3D	1000	449901631
11075	Dispatch	428650100		449836214	449766630	70334	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428650100	3D	750	449836964
11073	DmlJoinOperation	428647600	25300	449766047	449766547	137918	0	25300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428672900	3D	138418	449904465
11071	ResourceBarrier	428646300		449765797	449763630	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428646300	3D	583	449766380
11070	Dispatch	428629800		449762797	449668796	94834	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428629800	3D	833	449763630
11068	DmlActivationOperation	428627500	19700	449668213	449668630	97917	0	19700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428647200	3D	98334	449766547
11066	ResourceBarrier	428626500		449667880	449665796	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428626500	3D	666	449668546
11065	Dispatch	428612100		449664880	449513462	152334	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428612100	3D	916	449665796
11063	DmlConvolutionBasicGemm	428609200	17900	449512879	449513295	155335	0	17900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428627100	3D	155751	449668630
11061	ResourceBarrier	428608200		449512545	449510462	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428608200	3D	667	449513212
11060	Dispatch	428588800		449509462	449430878	79584	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428588800	3D	1000	449510462
11058	DmlActivationOperation	428586500	22400	449430295	449430712	82583	0	22400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428608900	3D	83000	449513295
11054	ResourceBarrier	428585400		449429962	449427878	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428585400	3D	666	449430628
11053	Dispatch	428570700		449426878	448634790	793088	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428570700	3D	1000	449427878
11051	DmlConvolutionBasicGemm	428567300	18800	448634206	448634623	796089	0	18800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428586100	3D	796506	449430712
11049	ResourceBarrier	428566100		448633873	448631790	2666	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428566100	3D	583	448634456
11048	Dispatch	428546100		448630873	448577373	54417	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428546100	3D	917	448631790
11046	DmlActivationOperation	428541400	25500	448576789	448577206	57417	0	25500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428566900	3D	57834	448634623
11044	ResourceBarrier	428540300		448576539	448574373	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428540300	3D	584	448577123
11043	Dispatch	428524100		448573456	448291454	282919	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428524100	3D	917	448574373
11041	DmlConvolutionSmallGemm	428520100	20900	448290871	448291288	285918	0	20900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428541000	3D	286335	448577206
11039	ResourceBarrier	428518600		448290538	448288454	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428518600	3D	583	448291121
11037	Dispatch	428489900		448287621	447958369	330085	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428489900	3D	833	448288454
11035	DmlPoolingOperation	428484800	34800	447957785	447958285	333003	0	34800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428519600	3D	333503	448291288
11033	ResourceBarrier	428481800		447957535	447955369	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428481800	3D	584	447958119
11028	Dispatch	428432300		447954369	447838201	117168	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428432300	3D	1000	447955369
11027	Dispatch	428425400		447837285	447714201	124000	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428425400	3D	916	447838201
11025	DmlJoinOperation	428421300	62900	447713617	447714034	244251	0	62900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428484200	3D	244668	447958285
11023	ResourceBarrier	428418500		447713284	447711201	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428418500	3D	667	447713951
11020	Dispatch	428383900		447710284	447568783	142418	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428383900	3D	917	447711201
11018	DmlActivationOperation	428378200	42400	447568200	447568700	145334	0	42400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428420600	3D	145834	447714034
11016	ResourceBarrier	428375000		447567950	447565783	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428375000	3D	583	447568533
11009	Dispatch	428329200		447564783	447359532	206251	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428329200	3D	1000	447565783
11006	DmlConvolutionBasicGemm	428320100	57400	447358948	447359365	209335	0	57400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428377500	3D	209752	447568700
11004	ResourceBarrier	428315900		447358698	447356532	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428315900	3D	584	447359282
11001	Dispatch	428275100		447355698	447213947	142585	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428275100	3D	834	447356532
10997	DmlActivationOperation	428268600	50500	447213364	447213781	145584	0	50500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428319100	3D	146001	447359365
10995	ResourceBarrier	428265700		447213031	447210947	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428265700	3D	583	447213614
10991	Dispatch	428219800		447209947	445934439	1276508	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428219800	3D	1000	447210947
10989	DmlConvolutionBasicGemm	428208800	59100	445933856	445934273	1279508	0	59100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428267900	3D	1279925	447213781
10987	ResourceBarrier	428206400		445933522	445931439	2750	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428206400	3D	667	445934189
10986	Dispatch	428164500		445930606	445860772	70667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428164500	3D	833	445931439
10984	DmlActivationOperation	428159500	48700	445860105	445860605	73668	0	48700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428208200	3D	74168	445934273
10982	ResourceBarrier	428156200		445859855	445857772	2667	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428156200	3D	584	445860439
10980	Dispatch	428115200		445856855	445162518	695254	0		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428115200	3D	917	445857772
10975	DmlConvolutionSmallGemm	428101700	57100	445161934	445162351	698254	0	57100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	428158800	3D	698671	445860605
10960	ResourceBarrier	427938200		445161601	445159518	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427938200	3D	667	445162268
10956	Dispatch	427920500		445158518	445039850	119668	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427920500	3D	1000	445159518
10954	Dispatch	427915900		445038933	444918683	121167	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427915900	3D	917	445039850
10952	DmlJoinOperation	427913900	25100	444918099	444918516	243835	1	25100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427939000	3D	244252	445162351
10950	ResourceBarrier	427912700		444917766	444915683	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427912700	3D	667	444918433
10949	Dispatch	427896000		444914683	444772182	143501	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427896000	3D	1000	444915683
10947	DmlActivationOperation	427893700	19800	444771598	444772098	146418	1	19800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427913500	3D	146918	444918516
10945	ResourceBarrier	427892000		444771348	444769182	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427892000	3D	584	444771932
10944	Dispatch	427876900		444768348	444566930	202252	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427876900	3D	834	444769182
10942	DmlConvolutionBasicGemm	427874100	18600	444566347	444566764	205334	1	18600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427892700	3D	205751	444772098
10940	ResourceBarrier	427873100		444566097	444563930	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427873100	3D	583	444566680
10939	Dispatch	427855300		444563014	444406179	157751	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427855300	3D	916	444563930
10937	DmlActivationOperation	427852900	20800	444405596	444406013	160751	1	20800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427873700	3D	161168	444566764
10935	ResourceBarrier	427851800		444405263	444403096	2833	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427851800	3D	666	444405929
10934	Dispatch	427836400		444402013	443106004	1297092	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427836400	3D	1083	444403096
10932	DmlConvolutionBasicGemm	427833300	19200	443105338	443105838	1300175	1	19200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427852500	3D	1300675	444406013
10930	ResourceBarrier	427832100		443105088	443103004	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427832100	3D	583	443105671
10929	Dispatch	427814300		443102088	443035004	68000	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427814300	3D	916	443103004
10927	DmlActivationOperation	427811900	21100	443034421	443034837	71001	1	21100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427833000	3D	71417	443105838
10925	ResourceBarrier	427810800		443034087	443031921	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427810800	3D	584	443034671
10924	Dispatch	427794900		443031004	442669668	362253	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427794900	3D	917	443031921
10922	DmlConvolutionSmallGemm	427791500	20100	442669085	442669585	365252	1	20100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427811600	3D	365752	443034837
10920	ResourceBarrier	427790200		442668835	442666668	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427790200	3D	583	442669418
10919	Dispatch	427769700		442665752	441995915	670753	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427769700	3D	916	442666668
10917	DmlPoolingOperation	427767500	23600	441995332	441995832	673753	1	23600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427791100	3D	674253	442669585
10915	ResourceBarrier	427766400		441995082	441992915	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427766400	3D	583	441995665
10914	Dispatch	427749400		441991998	441801414	191501	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427749400	3D	917	441992915
10913	Dispatch	427745100		441800497	441608079	193335	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427745100	3D	917	441801414
10911	DmlJoinOperation	427742800	24400	441607412	441607912	387920	1	24400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427767200	3D	388420	441995832
10909	ResourceBarrier	427741000		441607162	441605079	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427741000	3D	584	441607746
10908	Dispatch	427721700		441604162	441368494	236585	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427721700	3D	917	441605079
10906	DmlActivationOperation	427718200	24300	441367911	441368328	239584	1	24300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427742500	3D	240001	441607912
10904	ResourceBarrier	427716800		441367661	441365494	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427716800	3D	583	441368244
10903	Dispatch	427700900		441364578	441105493	260001	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427700900	3D	916	441365494
10901	DmlConvolutionBasicGemm	427697300	20300	441104909	441105409	262919	1	20300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427717600	3D	263419	441368328
10899	ResourceBarrier	427696100		441104659	441102492	2751	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427696100	3D	584	441105243
10898	Dispatch	427673600		441101492	440850491	252001	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427673600	3D	1000	441102492
10896	DmlActivationOperation	427671500	25500	440849908	440850408	255001	1	25500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427697000	3D	255501	441105409
10894	ResourceBarrier	427670500		440849658	440847491	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427670500	3D	583	440850241
10893	Dispatch	427657300		440846824	436474463	4373028	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427657300	3D	667	440847491
10891	DmlConvolutionBasicGemm	427654300	16900	436473879	436474296	4376112	1	16900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427671200	3D	4376529	440850408
10889	ResourceBarrier	427653200		436473546	436471463	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427653200	3D	667	436474213
10888	Dispatch	427633800		436470546	436356045	115418	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427633800	3D	917	436471463
10886	DmlActivationOperation	427631700	22200	436355462	436355879	118417	1	22200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427653900	3D	118834	436474296
10884	ResourceBarrier	427630600		436355212	436353045	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427630600	3D	583	436355795
10883	Dispatch	427615400		436352045	435904126	448919	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427615400	3D	1000	436353045
10881	DmlConvolutionShortGemm16	427612100	19300	435903542	435904042	451837	1	19300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427631400	3D	452337	436355879
10879	ResourceBarrier	427610800		435903292	435901126	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427610800	3D	584	435903876
10878	Dispatch	427592800		435900209	435713708	187418	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427592800	3D	917	435901126
10877	Dispatch	427588500		435712708	435518373	195335	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427588500	3D	1000	435713708
10875	DmlJoinOperation	427585300	26300	435517790	435518290	385752	1	26300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427611600	3D	386252	435904042
10873	ResourceBarrier	427583800		435517540	435515373	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427583800	3D	583	435518123
10872	Dispatch	427564900		435514707	435278955	236418	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427564900	3D	666	435515373
10870	DmlActivationOperation	427562500	22300	435278372	435278788	239502	1	22300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427584800	3D	239918	435518290
10868	ResourceBarrier	427561500		435278038	435275122	3583	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427561500	3D	667	435278705
10867	Dispatch	427546200		435274288	435000203	274919	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427546200	3D	834	435275122
10865	DmlConvolutionBasicGemm	427542700	19500	434999620	435000037	278751	1	19500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427562200	3D	279168	435278788
10863	ResourceBarrier	427541300		434999287	434997203	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427541300	3D	583	434999870
10862	Dispatch	427523800		434996203	434744035	253168	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427523800	3D	1000	434997203
10860	DmlActivationOperation	427521500	20500	434743452	434743868	256169	1	20500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427542000	3D	256585	435000037
10858	ResourceBarrier	427520400		434743118	434741035	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427520400	3D	667	434743785
10857	Dispatch	427504600		434740202	433447360	1293675	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427504600	3D	833	434741035
10855	DmlConvolutionBasicGemm	427501600	19500	433446777	433447193	1296675	1	19500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427521100	3D	1297091	434743868
10853	ResourceBarrier	427499100		433446443	433444360	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427499100	3D	667	433447110
10852	Dispatch	427479800		433443443	433349693	94667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427479800	3D	917	433444360
10850	DmlActivationOperation	427476700	24300	433349026	433349526	97667	1	24300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427501000	3D	98167	433447193
10848	ResourceBarrier	427475600		433348776	433346693	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427475600	3D	583	433349359
10847	Dispatch	427458900		433345693	433089274	257419	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	427458900	3D	1000	433346693
